"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"22_20";"what do I do with the rice mixture where does it go?";"tomatoes.";"You have to fill the tomatoes with the rice mixture.";"Blot tomato cavities with paper towels, then nestle them into potatoes in baking dish so that they remain upright. Fill tomatoes with rice mixture, set tops on tomatoes, and drizzle with remaining 1 tablespoon (15ml) of olive oil.";"Roman Rice-Stuffed Tomatoes (Pomodori al Riso) Recipe";"False";"Place the rice mixture in the tomato cavities and nestle them into potatoes in a baking dish. Ensure the tomatoes remain upright, then add the tops and drizzle with remaining olive oil."
"29_3";"how long do I cook the rice for?";"about 3 minutes.";"Cook it until it has a lightly chewy texture for about 3 minutes.";"If using day-old rice (see note), transfer to a medium bowl and break the rice up with your hands into individual grains before proceeding. Heat 1/2 tablespoon (7ml) vegetable oil in a wok over high heat until smoking. Add half of rice and cook, stirring and tossing, until the rice is pale brown and toasted and has a lightly chewy texture, about 3 minutes. Transfer to a medium bowl. Repeat with another 1/2 tablespoon oil and remaining rice.";"Easy Fried Rice Recipe";"False";"To cook the rice, heat 1/2 tablespoon of vegetable oil in a wok over high heat until it is smoking. Add half of the rice and cook, stirring and tossing, until the rice is pale brown and toasted and has a lightly chewy texture, which should take about 3 minutes. Transfer the cooked rice to a medium bowl and repeat the process with the remaining rice and oil."
"71_7";"how long do I cook the chicken for?";"8 minutes.";"Cook it until it's well-browned for 6 to 8 minutes.";"Season chicken pieces with pepper (do not add salt) and place skin side down in now-empty pan. Cook without moving until well-browned, 6 to 8 minutes. Flip chicken pieces and continue cooking until lightly browned on second side, about 3 minutes longer. Transfer to bowl with salt pork.";"Traditional French Cassoulet Recipe";"False";"Cook the chicken for 6 to 8 minutes on the first side until well-browned, then flip and cook for an additional 3 minutes until lightly browned on the second side."
"89_1";"what size are the chicken pieces?";"8 boneless skinless chicken thighs (1 3/4 pounds; 800g).";"For this recipe, use chicken thighs (1 3/4 pounds; 800g).";"To Marinate the Chicken: Pat the chicken dry with paper towels. Using a sharp knife, score the top side of the chicken thighs 2 or 3 times, then prick all over with a fork. Place the chicken in a baking dish, ziptop bag, or a food-safe storage container with a lid.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"False";"The chicken pieces are 8 boneless skinless chicken thighs that weigh 1 3/4 pounds (800g)."
"19_4";"do I add garlic to the food processor?";"yes.";"Yes, you have to add garlic to the work bowl of a food processor.";"Combine chickpeas, herbs, scallions, garlic, cumin, coriander, and salt in the work bowl of a food processor. Pulse until chickpeas are very finely minced, stopping the food processor to scrape down the sides as necessary. A handful of the mixture squeezed into a ball should be able to barely hold together. If not, process a little more.";"Easy, Herb-Packed Falafel Recipe";"False";"Yes, you should add garlic to the food processor."
"16_11";"what do I add to the pineapple sauce?";"duck.";"Add duck to the pineapple mixture.";"Thinly slice duck, halving any long strips into bite-size pieces. Add duck into bowl with pineapple mixture. Pour on dressing and toss to combine. Transfer to plates and serve immediately.";"Thai Spicy Duck Salad Recipe";"False";"Add thinly sliced duck to the pineapple sauce and toss with dressing before serving."
"74_22";"how long should I bake them in the oven for?";"10 to 15 minutes.";"Bake them for 10 to 15 minutes.";"Spoon remaining sauce on top of enchiladas, followed by remaining cheese and onion. Transfer to the oven, and bake until cheese melts and just starts to bubble, 10 to 15 minutes. Serve immediately.";"Tex-Mex Cheese Enchiladas With Red Chili Gravy Recipe";"False";"Bake the enchiladas in the oven for 10 to 15 minutes, until the cheese melts and just starts to bubble."
"80_2";"when do I drain the chickpeas?";"the next day.";"Drain the chickpeas the next day.";"Rinse chickpeas and place in a large bowl. Cover with cold water, adding enough to allow the chickpeas to at least triple in volume. Cover and let stand at room temperature overnight. The next day, drain, rinse, and carefully dry chickpeas in a salad spinner.";"Easy, Herb-Packed Falafel Recipe";"False";"Drain and rinse the chickpeas the next day and dry them in a salad spinner."
"60_18";"what utensils do I need?";"small bowl.";"For the glaze, you'll need a small bowl.";"Make the Glaze (Optional): Whisk ingredients together in a small bowl and set aside.";"Thanksgiving Stuffed Roast Pumpkins Recipe";"False";"To make the glaze, you will need a small bowl."
"71_11";"what should I leave in the pot?";"2 tablespoons fat.";"You should leave 2 tablespoons fat in the pot.";"Add sausages and cook, turning occasionally, until well-browned on both sides. Transfer to bowl with salt pork and chicken. Drain all but 2 tablespoons fat from pot.";"Traditional French Cassoulet Recipe";"False";"Leave two tablespoons of fat in the pot after transferring the sausages, salt pork, and chicken to a bowl."
"41_4";"where do I put the toasted bread crumbs and oil to cook them?";"large skillet.";"You have to put the bread crumbs and oil in a large skillet.";"Combine breadcrumbs and 1 tablespoon (15ml) oil in a large skillet and cook over medium-low heat, stirring and tossing occasionally, until crisp and golden brown, 8 to 10 minutes. Season lightly with salt. Transfer toasted breadcrumbs to reserved rimmed baking sheet, spread into an even layer, and set aside to cool to room temperature; wipe out skillet. Once cool, set aside 1/2 cup (60g) toasted breadcrumbs for the pasta, and transfer remaining crumbs to an airtight container for future use; the extra breadcrumbs can be stored at room temperature for up to 2 weeks.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"To cook the breadcrumbs and oil, combine them in a large skillet and cook over medium-low heat, stirring and tossing occasionally, until they are crisp and golden brown, 8 to 10 minutes."
"88_19";"Alexa how long should I let the cake cool for?";"20 minutes.";"Let it cool for at least 20 minutes.";"Transfer baking sheet to wire rack and let gata cool for at least 20 minutes. Slice into wedges, and serve.";"Gata (Armenian Coffee Cake)";"False";"Let the cake cool on a wire rack for at least 20 minutes before slicing and serving."
"45_4";"what temperature should I heat the oil to?";"high heat.";"You should heat the oil to high heat.";"In a large cast iron or carbon steel skillet, heat oil over high heat until just smoking. Carefully add Brussels sprouts leaves to the pan, spreading them into as even a layer as possible. Cook, stirring and shaking the pan occasionally, until leaves are charred in spots and bright green, 2 to 3 minutes. Working quickly, transfer Brussels sprouts to a rimmed baking sheet or large plate, spread in an even single layer, and set aside to cool to room temperature, about 5 minutes.";"Charred Brussels Sprouts and Leek Muchim With Coffee-Dijon Dressing Recipe";"False";"Heat oil in a large cast iron or carbon steel skillet over high heat until just smoking, then add Brussels sprouts leaves and cook until charred in spots and bright green, about 2 to 3 minutes. Transfer Brussels sprouts to a rimmed baking sheet or large plate and allow to cool to room temperature, about 5 minutes."
"70_19";"which fruits do I need?";"apples.";"You only need apples here.";"Using clean hands, arrange apple slices in prepared loaf pan in an overlapping pattern, making sure that flat sides of the apples are flush with the edges of pan (as you work, reserve some of the largest, nicest apple slices for the top layer; you'll need roughly 40 to 50 slices for it). Continue arranging apples in even layers until apples are 1/2 inch from top; press apples down to evenly distribute.";"Gâteau Invisible (Invisible Apple Cake) Recipe";"False";"To make a fruit loaf, you will need approximately 40 to 50 apple slices."
"41_17";"the pasta water should be added in increments of a quarter of what?";"-cup.";"The pasta water should be added in increments of a quarter cup.";"Increase heat to high and cook, stirring and tossing rapidly, until pasta is al dente and cauliflower has broken down even further so that sauce coats noodles and pools around edges of the pan, about 2 minutes; add more pasta cooking water in 1/4-cup (60ml) increments as needed to achieve desired consistency.";"Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe";"False";"Add more pasta cooking water in increments of 1/4 cup."
"14_6";"what is it that I should fold each segment of dough over?";"peaches.";"It's the peaches you should fold each segment of dough over.";"Adjust oven rack to lower-middle position and preheat to 400°F. Arrange peaches in a ring in the center of chilled dough, tiling slices like dominoes and leaving about a 2-inch border of dough all around. Sprinkle sugar on top of peaches and finish with a pinch of salt. With a sharp knife, cut a series of slits in the border of dough, each running from fruit to edge of dough, spacing them about 5 inches apart. Fold each segment of dough over peaches, tugging gently so the edge of each segment tightly overlaps the one that came before. Refrigerate pie while you prepare egg wash, but no longer than 15 minutes.";"Freeform Peach Pie (Galette) Recipe";"False";"Fold each segment of dough over the peaches."
"16_12";"what do I pour over the duck?";"dressing.";"You add the duck into the bowl with the pineapple mixture and pour dressing on it.";"Thinly slice duck, halving any long strips into bite-size pieces. Add duck into bowl with pineapple mixture. Pour on dressing and toss to combine. Transfer to plates and serve immediately.";"Thai Spicy Duck Salad Recipe";"False";"Pour the pineapple mixture over the thinly sliced duck and toss to combine."
